samp_date,field_pt_name,parameter,parameter_name,parvq,value,units,wwtp
7/26/2021,influent,PFPES,Perfluoropentane sulfonoic acid,=,0.78,NG/L,Encina Wastewater Authority
7/26/2021,influent,PFTrDA,Perfluorotridecanoic acid,=,0.4,NG/L,Encina Wastewater Authority
7/26/2021,influent,PFUnA,Perfluoroundecanoic acid,=,0.68,NG/L,Encina Wastewater Authority
10/5/2020,influent,PFBA,Perfluorobutyric acid,=,8.64,NG/L,Los Angeles-Glendale WWRP
10/5/2020,effluent,PFBA,Perfluorobutyric acid,=,9.05,NG/L,Los Angeles-Glendale WWRP
10/5/2020,effluent,PFHxA,Perfluorohexanoic acid,=,21.5,NG/L,Los Angeles-Glendale WWRP
10/5/2020,influent,PFHxA,Perfluorohexanoic acid,=,7.92,NG/L,Los Angeles-Glendale WWRP
10/5/2020,effluent,PFOA,Perfluorooctanoic acid,=,4.98,NG/L,Los Angeles-Glendale WWRP
10/5/2020,effluent,FOSA,Perfluorooctane sulfonamide,=,5.2,NG/L,Los Angeles-Glendale WWRP
10/5/2020,influent,PFPA,Perfluoropentanoic acid,=,4.75,NG/L,Los Angeles-Glendale WWRP
10/5/2020,effluent,PFPA,Perfluoropentanoic acid,=,20.2,NG/L,Los Angeles-Glendale WWRP
2/2/2021,effluent,PFBA,Perfluorobutyric acid,=,10.2,NG/L,Los Angeles-Glendale WWRP
2/2/2021,effluent,PFHxA,Perfluorohexanoic acid,=,19.3,NG/L,Los Angeles-Glendale WWRP
2/2/2021,effluent,PFOA,Perfluorooctanoic acid,=,6.94,NG/L,Los Angeles-Glendale WWRP
2/2/2021,effluent,PFPA,Perfluoropentanoic acid,=,17.5,NG/L,Los Angeles-Glendale WWRP
2/2/2021,influent,6:2FTS,6:2 Fluorotelomer sulfonic acid,=,13.3,NG/L,Los Angeles-Glendale WWRP
2/2/2021,influent,ADONA,"4,8-Dioxa-3H-perfluorononanoic acid",=,11.2,NG/L,Los Angeles-Glendale WWRP
2/2/2021,influent,PFBA,Perfluorobutyric acid,=,10.2,NG/L,Los Angeles-Glendale WWRP
2/2/2021,influent,PFHxA,Perfluorohexanoic acid,=,8.59,NG/L,Los Angeles-Glendale WWRP
2/2/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,5.22,NG/L,Los Angeles-Glendale WWRP
2/2/2021,influent,PFPA,Perfluoropentanoic acid,=,5.6,NG/L,Los Angeles-Glendale WWRP
4/4/2021,influent,PFHxA,Perfluorohexanoic acid,=,5.29,NG/L,Los Angeles-Glendale WWRP
4/4/2021,effluent,PFHxA,Perfluorohexanoic acid,=,17,NG/L,Los Angeles-Glendale WWRP
4/4/2021,effluent,PFOA,Perfluorooctanoic acid,=,5.21,NG/L,Los Angeles-Glendale WWRP
4/4/2021,effluent,FOSA,Perfluorooctane sulfonamide,=,5.44,NG/L,Los Angeles-Glendale WWRP
4/4/2021,effluent,PFPA,Perfluoropentanoic acid,=,17.2,NG/L,Los Angeles-Glendale WWRP
4/4/2021,effluent,PFBA,Perfluorobutyric acid,=,8.05,NG/L,Los Angeles-Glendale WWRP
4/4/2021,influent,PFBA,Perfluorobutyric acid,=,5.66,NG/L,Los Angeles-Glendale WWRP
7/7/2021,effluent,6:2FTS,6:2 Fluorotelomer sulfonic acid,=,6.3,NG/L,Los Angeles-Glendale WWRP
7/7/2021,effluent,PFBA,Perfluorobutyric acid,=,11.2,NG/L,Los Angeles-Glendale WWRP
7/7/2021,influent,PFBA,Perfluorobutyric acid,=,10.6,NG/L,Los Angeles-Glendale WWRP
7/7/2021,effluent,PFHxA,Perfluorohexanoic acid,=,17,NG/L,Los Angeles-Glendale WWRP
7/7/2021,influent,PFHxA,Perfluorohexanoic acid,=,8.13,NG/L,Los Angeles-Glendale WWRP
7/7/2021,effluent,PFOA,Perfluorooctanoic acid,=,6.62,NG/L,Los Angeles-Glendale WWRP
7/7/2021,effluent,FOSA,Perfluorooctane sulfonamide,=,8.83,NG/L,Los Angeles-Glendale WWRP
7/7/2021,effluent,PFPA,Perfluoropentanoic acid,=,16.1,NG/L,Los Angeles-Glendale WWRP
7/7/2021,influent,PFPA,Perfluoropentanoic acid,=,187,NG/L,Los Angeles-Glendale WWRP
4/21/2021,influent,PFPA,Perfluoropentanoic acid,=,110,NG/L,Goleta SD WWTP
8/18/2021,influent,PFPA,Perfluoropentanoic acid,=,170,NG/L,Goleta SD WWTP
10/5/2020,influent,6:2FTS,6:2 Fluorotelomer sulfonic acid,=,30.7,NG/L,Hyperion WWTP
10/5/2020,effluent,6:2FTS,6:2 Fluorotelomer sulfonic acid,=,83.2,NG/L,Hyperion WWTP
10/5/2020,influent,6:2FTS,6:2 Fluorotelomer sulfonic acid,=,946,NG/L,Hyperion WWTP
10/5/2020,influent,MEFOSE,N-Methyl perfluorooctane sulfonamidoethanol,=,29.5,NG/L,Hyperion WWTP
10/5/2020,effluent,PFBS,Perfluorobutanesulfonic acid,=,21.5,NG/L,Hyperion WWTP
10/5/2020,influent,PFBS,Perfluorobutanesulfonic acid,=,92.8,NG/L,Hyperion WWTP
10/5/2020,influent,PFBA,Perfluorobutyric acid,=,5.18,NG/L,Hyperion WWTP
10/5/2020,influent,PFBA,Perfluorobutyric acid,=,5.86,NG/L,Hyperion WWTP
10/5/2020,effluent,PFBA,Perfluorobutyric acid,=,6.19,NG/L,Hyperion WWTP
10/5/2020,influent,PFHxA,Perfluorohexanoic acid,=,5.17,NG/L,Hyperion WWTP
10/5/2020,influent,PFHxA,Perfluorohexanoic acid,=,7.49,NG/L,Hyperion WWTP
10/5/2020,effluent,PFHxA,Perfluorohexanoic acid,=,13,NG/L,Hyperion WWTP
10/5/2020,influent,PFHxA,Perfluorohexanoic acid,=,5.48,NG/L,Hyperion WWTP
10/5/2020,effluent,PFOA,Perfluorooctanoic acid,=,8.54,NG/L,Hyperion WWTP
10/5/2020,effluent,FOSA,Perfluorooctane sulfonamide,=,19.4,NG/L,Hyperion WWTP
10/5/2020,influent,PFOS,Perfluorooctane sulfonic acid,=,6.45,NG/L,Hyperion WWTP
10/5/2020,influent,PFOS,Perfluorooctane sulfonic acid,=,103,NG/L,Hyperion WWTP
10/5/2020,effluent,PFOS,Perfluorooctane sulfonic acid,=,8.49,NG/L,Hyperion WWTP
10/5/2020,effluent,PFPA,Perfluoropentanoic acid,=,6.16,NG/L,Hyperion WWTP
10/5/2020,influent,6:2FTS,6:2 Fluorotelomer sulfonic acid,=,7.03,NG/L,Hyperion WWTP
10/5/2020,influent,PFHxA,Perfluorohexanoic acid,=,7.21,NG/L,Hyperion WWTP
10/5/2020,influent,PFHxA,Perfluorohexanoic acid,=,8.29,NG/L,Hyperion WWTP
10/5/2020,influent,PFOA,Perfluorooctanoic acid,=,6.03,NG/L,Hyperion WWTP
10/5/2020,influent,PFOS,Perfluorooctane sulfonic acid,=,6.84,NG/L,Hyperion WWTP
10/5/2020,influent,PFPA,Perfluoropentanoic acid,=,5.59,NG/L,Hyperion WWTP
2/2/2021,effluent,6:2FTS,6:2 Fluorotelomer sulfonic acid,=,5.69,NG/L,Hyperion WWTP
2/2/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,15.8,NG/L,Hyperion WWTP
2/2/2021,effluent,PFBA,Perfluorobutyric acid,=,7.6,NG/L,Hyperion WWTP
2/2/2021,influent,PFHxA,Perfluorohexanoic acid,=,5.49,NG/L,Hyperion WWTP
2/2/2021,effluent,PFHxA,Perfluorohexanoic acid,=,16.1,NG/L,Hyperion WWTP
2/2/2021,effluent,PFOA,Perfluorooctanoic acid,=,6.37,NG/L,Hyperion WWTP
2/2/2021,effluent,FOSA,Perfluorooctane sulfonamide,=,17.1,NG/L,Hyperion WWTP
2/2/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,9.05,NG/L,Hyperion WWTP
2/2/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,16,NG/L,Hyperion WWTP
2/2/2021,effluent,PFPA,Perfluoropentanoic acid,=,11.4,NG/L,Hyperion WWTP
2/2/2021,influent,6:2FTS,6:2 Fluorotelomer sulfonic acid,=,24.2,NG/L,Hyperion WWTP
2/2/2021,influent,MEFOSE,N-Methyl perfluorooctane sulfonamidoethanol,=,30.2,NG/L,Hyperion WWTP
2/2/2021,influent,PFBS,Perfluorobutanesulfonic acid,=,10,NG/L,Hyperion WWTP
2/2/2021,influent,PFBS,Perfluorobutanesulfonic acid,=,15.5,NG/L,Hyperion WWTP
2/2/2021,influent,PFBS,Perfluorobutanesulfonic acid,=,33.4,NG/L,Hyperion WWTP
2/2/2021,influent,PFBS,Perfluorobutanesulfonic acid,=,14.9,NG/L,Hyperion WWTP
2/2/2021,influent,PFBA,Perfluorobutyric acid,=,6.16,NG/L,Hyperion WWTP
2/2/2021,influent,PFBA,Perfluorobutyric acid,=,7.35,NG/L,Hyperion WWTP
2/2/2021,influent,PFBA,Perfluorobutyric acid,=,5.5,NG/L,Hyperion WWTP
2/2/2021,influent,PFBA,Perfluorobutyric acid,=,7.31,NG/L,Hyperion WWTP
2/2/2021,influent,PFHxA,Perfluorohexanoic acid,=,15.4,NG/L,Hyperion WWTP
2/2/2021,influent,PFHxA,Perfluorohexanoic acid,=,7.87,NG/L,Hyperion WWTP
2/2/2021,influent,PFHxA,Perfluorohexanoic acid,=,7.89,NG/L,Hyperion WWTP
2/2/2021,influent,PFHxA,Perfluorohexanoic acid,=,9.57,NG/L,Hyperion WWTP
2/2/2021,influent,PFHxS,Perfluorohexanesulfonic acid,=,4.96,NG/L,Hyperion WWTP
2/2/2021,influent,PFOA,Perfluorooctanoic acid,=,5.07,NG/L,Hyperion WWTP
2/2/2021,influent,PFOA,Perfluorooctanoic acid,=,5.78,NG/L,Hyperion WWTP
2/2/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,8.32,NG/L,Hyperion WWTP
2/2/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,26,NG/L,Hyperion WWTP
2/2/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,11,NG/L,Hyperion WWTP
2/2/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,9.21,NG/L,Hyperion WWTP
2/2/2021,influent,PFPA,Perfluoropentanoic acid,=,5.05,NG/L,Hyperion WWTP
2/2/2021,influent,PFPA,Perfluoropentanoic acid,=,10.5,NG/L,Hyperion WWTP
2/2/2021,influent,PFPA,Perfluoropentanoic acid,=,4.54,NG/L,Hyperion WWTP
4/4/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,11.4,NG/L,Hyperion WWTP
4/4/2021,influent,PFBS,Perfluorobutanesulfonic acid,=,8.37,NG/L,Hyperion WWTP
4/4/2021,effluent,PFBA,Perfluorobutyric acid,=,5.16,NG/L,Hyperion WWTP
4/4/2021,influent,PFBA,Perfluorobutyric acid,=,5.18,NG/L,Hyperion WWTP
4/4/2021,influent,PFBA,Perfluorobutyric acid,=,5.12,NG/L,Hyperion WWTP
4/4/2021,influent,PFHxA,Perfluorohexanoic acid,=,4.39,NG/L,Hyperion WWTP
4/4/2021,influent,PFHxA,Perfluorohexanoic acid,=,5.81,NG/L,Hyperion WWTP
4/4/2021,influent,PFHxA,Perfluorohexanoic acid,=,5.64,NG/L,Hyperion WWTP
4/4/2021,influent,PFHxA,Perfluorohexanoic acid,=,5.49,NG/L,Hyperion WWTP
4/4/2021,effluent,PFHxA,Perfluorohexanoic acid,=,10.6,NG/L,Hyperion WWTP
4/4/2021,effluent,PFOA,Perfluorooctanoic acid,=,6.12,NG/L,Hyperion WWTP
4/4/2021,effluent,FOSA,Perfluorooctane sulfonamide,=,37.6,NG/L,Hyperion WWTP
4/4/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,8.17,NG/L,Hyperion WWTP
4/4/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,4.77,NG/L,Hyperion WWTP
4/4/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,6.28,NG/L,Hyperion WWTP
4/4/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,5.59,NG/L,Hyperion WWTP
4/4/2021,influent,PFPA,Perfluoropentanoic acid,=,5.04,NG/L,Hyperion WWTP
4/4/2021,influent,PFPA,Perfluoropentanoic acid,=,4.51,NG/L,Hyperion WWTP
4/4/2021,effluent,PFPA,Perfluoropentanoic acid,=,5.08,NG/L,Hyperion WWTP
9/12/2021,influent,6:2FTS,6:2 Fluorotelomer sulfonic acid,=,4.82,NG/L,Hyperion WWTP
9/12/2021,influent,6:2FTS,6:2 Fluorotelomer sulfonic acid,=,4.5,NG/L,Hyperion WWTP
9/12/2021,influent,PFBS,Perfluorobutanesulfonic acid,=,13.8,NG/L,Hyperion WWTP
9/12/2021,influent,PFBS,Perfluorobutanesulfonic acid,=,9.2,NG/L,Hyperion WWTP
9/12/2021,influent,PFBS,Perfluorobutanesulfonic acid,=,34.6,NG/L,Hyperion WWTP
9/12/2021,influent,PFBA,Perfluorobutyric acid,=,6.64,NG/L,Hyperion WWTP
9/12/2021,influent,PFBA,Perfluorobutyric acid,=,5.82,NG/L,Hyperion WWTP
9/12/2021,influent,PFHxA,Perfluorohexanoic acid,=,6.89,NG/L,Hyperion WWTP
9/12/2021,influent,PFHxA,Perfluorohexanoic acid,=,4.52,NG/L,Hyperion WWTP
9/12/2021,influent,PFHxA,Perfluorohexanoic acid,=,6.56,NG/L,Hyperion WWTP
9/12/2021,influent,PFHxA,Perfluorohexanoic acid,=,6.88,NG/L,Hyperion WWTP
9/12/2021,influent,PFHxS,Perfluorohexanesulfonic acid,=,4.36,NG/L,Hyperion WWTP
9/12/2021,influent,PFOA,Perfluorooctanoic acid,=,4.64,NG/L,Hyperion WWTP
9/12/2021,influent,PFOA,Perfluorooctanoic acid,=,4.77,NG/L,Hyperion WWTP
9/12/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,6.28,NG/L,Hyperion WWTP
9/12/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,23.6,NG/L,Hyperion WWTP
9/12/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,31.7,NG/L,Hyperion WWTP
9/12/2021,influent,PFPA,Perfluoropentanoic acid,=,4.44,NG/L,Hyperion WWTP
9/12/2021,influent,PFPA,Perfluoropentanoic acid,=,4.92,NG/L,Hyperion WWTP
9/12/2021,influent,PFPA,Perfluoropentanoic acid,=,4.87,NG/L,Hyperion WWTP
11/12/2020,influent,PFBS,Perfluorobutanesulfonic acid,=,2,NG/L,Michelson WWRF
11/12/2020,effluent,PFBS,Perfluorobutanesulfonic acid,=,2.1,NG/L,Michelson WWRF
11/12/2020,influent,PFBS,Perfluorobutanesulfonic acid,=,2.1,NG/L,Michelson WWRF
11/12/2020,influent,PFBA,Perfluorobutyric acid,=,4.8,NG/L,Michelson WWRF
11/12/2020,effluent,PFBA,Perfluorobutyric acid,=,6.2,NG/L,Michelson WWRF
11/12/2020,influent,PFBA,Perfluorobutyric acid,=,4.7,NG/L,Michelson WWRF
11/12/2020,influent,PFDS,Perfluorodecanesulfonic acid,=,0.73,NG/L,Michelson WWRF
11/12/2020,influent,PFHxA,Perfluorohexanoic acid,=,7.7,NG/L,Michelson WWRF
11/12/2020,influent,PFHxA,Perfluorohexanoic acid,=,7.5,NG/L,Michelson WWRF
11/12/2020,effluent,PFHxA,Perfluorohexanoic acid,=,31,NG/L,Michelson WWRF
11/12/2020,influent,PFHpA,Perfluoroheptanoic acid,=,1.6,NG/L,Michelson WWRF
11/12/2020,effluent,PFHpA,Perfluoroheptanoic acid,=,2.5,NG/L,Michelson WWRF
11/12/2020,influent,PFHpA,Perfluoroheptanoic acid,=,1.8,NG/L,Michelson WWRF
11/12/2020,influent,PFHxS,Perfluorohexanesulfonic acid,=,2.2,NG/L,Michelson WWRF
11/12/2020,influent,PFHxS,Perfluorohexanesulfonic acid,=,2.2,NG/L,Michelson WWRF
11/12/2020,effluent,PFHxS,Perfluorohexanesulfonic acid,=,1.8,NG/L,Michelson WWRF
11/12/2020,influent,PFNA,Perfluorononanoic acid,=,0.69,NG/L,Michelson WWRF
11/12/2020,influent,PFNA,Perfluorononanoic acid,=,0.76,NG/L,Michelson WWRF
11/12/2020,effluent,PFNA,Perfluorononanoic acid,=,0.97,NG/L,Michelson WWRF
11/12/2020,influent,PFDA,Perfluorodecanoic acid,=,0.72,NG/L,Michelson WWRF
11/12/2020,effluent,PFDA,Perfluorodecanoic acid,=,2.5,NG/L,Michelson WWRF
11/12/2020,influent,PFDA,Perfluorodecanoic acid,=,0.77,NG/L,Michelson WWRF
11/12/2020,influent,PFOA,Perfluorooctanoic acid,=,4.9,NG/L,Michelson WWRF
11/12/2020,influent,PFOA,Perfluorooctanoic acid,=,5,NG/L,Michelson WWRF
11/12/2020,effluent,PFOA,Perfluorooctanoic acid,=,14,NG/L,Michelson WWRF
11/12/2020,influent,PFOS,Perfluorooctane sulfonic acid,=,4.3,NG/L,Michelson WWRF
11/12/2020,influent,PFOS,Perfluorooctane sulfonic acid,=,3.6,NG/L,Michelson WWRF
11/12/2020,effluent,PFOS,Perfluorooctane sulfonic acid,=,2.2,NG/L,Michelson WWRF
11/12/2020,influent,PFPA,Perfluoropentanoic acid,=,6.2,NG/L,Michelson WWRF
11/12/2020,influent,PFPA,Perfluoropentanoic acid,=,6.8,NG/L,Michelson WWRF
11/12/2020,effluent,PFPA,Perfluoropentanoic acid,=,44,NG/L,Michelson WWRF
11/12/2020,influent,PFBS,Perfluorobutanesulfonic acid,=,2.6,NG/L,Michelson WWRF
11/12/2020,effluent,PFBS,Perfluorobutanesulfonic acid,=,2.5,NG/L,Michelson WWRF
11/12/2020,influent,PFBS,Perfluorobutanesulfonic acid,=,3.3,NG/L,Michelson WWRF
11/12/2020,influent,PFBA,Perfluorobutyric acid,=,5.5,NG/L,Michelson WWRF
11/12/2020,effluent,PFBA,Perfluorobutyric acid,=,7.7,NG/L,Michelson WWRF
11/12/2020,influent,PFBA,Perfluorobutyric acid,=,5.7,NG/L,Michelson WWRF
11/12/2020,influent,PFHxA,Perfluorohexanoic acid,=,8.3,NG/L,Michelson WWRF
11/12/2020,influent,PFHxA,Perfluorohexanoic acid,=,7.9,NG/L,Michelson WWRF
11/12/2020,effluent,PFHxA,Perfluorohexanoic acid,=,33,NG/L,Michelson WWRF
11/12/2020,influent,PFHpA,Perfluoroheptanoic acid,=,2,NG/L,Michelson WWRF
11/12/2020,effluent,PFHpA,Perfluoroheptanoic acid,=,2.9,NG/L,Michelson WWRF
11/12/2020,influent,PFHpA,Perfluoroheptanoic acid,=,2.1,NG/L,Michelson WWRF
11/12/2020,influent,PFHxS,Perfluorohexanesulfonic acid,=,2.7,NG/L,Michelson WWRF
11/12/2020,effluent,PFHxS,Perfluorohexanesulfonic acid,=,1.6,NG/L,Michelson WWRF
11/12/2020,influent,PFHxS,Perfluorohexanesulfonic acid,=,2.9,NG/L,Michelson WWRF
11/12/2020,effluent,PFNA,Perfluorononanoic acid,=,1.1,NG/L,Michelson WWRF
11/12/2020,influent,PFNA,Perfluorononanoic acid,=,0.81,NG/L,Michelson WWRF
11/12/2020,influent,PFNA,Perfluorononanoic acid,=,0.94,NG/L,Michelson WWRF
11/12/2020,effluent,PFDA,Perfluorodecanoic acid,=,2.3,NG/L,Michelson WWRF
11/12/2020,influent,PFDA,Perfluorodecanoic acid,=,0.76,NG/L,Michelson WWRF
11/12/2020,influent,PFDA,Perfluorodecanoic acid,=,0.69,NG/L,Michelson WWRF
11/12/2020,influent,PFOA,Perfluorooctanoic acid,=,5.1,NG/L,Michelson WWRF
11/12/2020,effluent,PFOA,Perfluorooctanoic acid,=,15,NG/L,Michelson WWRF
11/12/2020,influent,PFOA,Perfluorooctanoic acid,=,5.2,NG/L,Michelson WWRF
11/12/2020,effluent,PFOS,Perfluorooctane sulfonic acid,=,2.4,NG/L,Michelson WWRF
11/12/2020,influent,PFOS,Perfluorooctane sulfonic acid,=,4.8,NG/L,Michelson WWRF
11/12/2020,influent,PFOS,Perfluorooctane sulfonic acid,=,5,NG/L,Michelson WWRF
11/12/2020,influent,PFPA,Perfluoropentanoic acid,=,8.1,NG/L,Michelson WWRF
11/12/2020,influent,PFPA,Perfluoropentanoic acid,=,8,NG/L,Michelson WWRF
11/12/2020,effluent,PFPA,Perfluoropentanoic acid,=,56,NG/L,Michelson WWRF
2/3/2021,influent,MEFOSE,N-Methyl perfluorooctane sulfonamidoethanol,=,2.6,NG/L,Michelson WWRF
2/3/2021,influent,MEFOSE,N-Methyl perfluorooctane sulfonamidoethanol,=,2.6,NG/L,Michelson WWRF
2/3/2021,influent,PFBS,Perfluorobutanesulfonic acid,=,3.6,NG/L,Michelson WWRF
2/3/2021,influent,PFBS,Perfluorobutanesulfonic acid,=,3.6,NG/L,Michelson WWRF
2/3/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,6,NG/L,Michelson WWRF
2/3/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,6,NG/L,Michelson WWRF
2/3/2021,influent,PFBA,Perfluorobutyric acid,=,4.6,NG/L,Michelson WWRF
2/3/2021,influent,PFBA,Perfluorobutyric acid,=,4.6,NG/L,Michelson WWRF
2/3/2021,effluent,PFBA,Perfluorobutyric acid,=,9.3,NG/L,Michelson WWRF
2/3/2021,effluent,PFBA,Perfluorobutyric acid,=,9.3,NG/L,Michelson WWRF
2/3/2021,effluent,PFHxA,Perfluorohexanoic acid,=,40,NG/L,Michelson WWRF
2/3/2021,influent,PFHxA,Perfluorohexanoic acid,=,8.8,NG/L,Michelson WWRF
2/3/2021,influent,PFHxA,Perfluorohexanoic acid,=,8.8,NG/L,Michelson WWRF
2/3/2021,effluent,PFHxA,Perfluorohexanoic acid,=,40,NG/L,Michelson WWRF
2/3/2021,influent,PFHpA,Perfluoroheptanoic acid,=,3.3,NG/L,Michelson WWRF
2/3/2021,influent,PFHpA,Perfluoroheptanoic acid,=,3.3,NG/L,Michelson WWRF
2/3/2021,effluent,PFHpA,Perfluoroheptanoic acid,=,3.2,NG/L,Michelson WWRF
2/3/2021,effluent,PFHpA,Perfluoroheptanoic acid,=,3.2,NG/L,Michelson WWRF
2/3/2021,effluent,PFHxS,Perfluorohexanesulfonic acid,=,2.6,NG/L,Michelson WWRF
2/3/2021,effluent,PFHxS,Perfluorohexanesulfonic acid,=,2.6,NG/L,Michelson WWRF
2/3/2021,influent,PFNA,Perfluorononanoic acid,=,0.89,NG/L,Michelson WWRF
2/3/2021,influent,PFNA,Perfluorononanoic acid,=,0.89,NG/L,Michelson WWRF
2/3/2021,effluent,PFNA,Perfluorononanoic acid,=,0.99,NG/L,Michelson WWRF
2/3/2021,effluent,PFNA,Perfluorononanoic acid,=,0.99,NG/L,Michelson WWRF
2/3/2021,influent,PFDA,Perfluorodecanoic acid,=,1.1,NG/L,Michelson WWRF
2/3/2021,effluent,PFDA,Perfluorodecanoic acid,=,3,NG/L,Michelson WWRF
2/3/2021,effluent,PFDA,Perfluorodecanoic acid,=,3,NG/L,Michelson WWRF
2/3/2021,influent,PFDA,Perfluorodecanoic acid,=,1.1,NG/L,Michelson WWRF
2/3/2021,influent,PFOA,Perfluorooctanoic acid,=,6.5,NG/L,Michelson WWRF
2/3/2021,effluent,PFOA,Perfluorooctanoic acid,=,16,NG/L,Michelson WWRF
2/3/2021,influent,PFOA,Perfluorooctanoic acid,=,6.5,NG/L,Michelson WWRF
2/3/2021,effluent,PFOA,Perfluorooctanoic acid,=,16,NG/L,Michelson WWRF
2/3/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,4.4,NG/L,Michelson WWRF
2/3/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,3.4,NG/L,Michelson WWRF
2/3/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,3.4,NG/L,Michelson WWRF
2/3/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,4.4,NG/L,Michelson WWRF
2/3/2021,influent,PFPA,Perfluoropentanoic acid,=,7.3,NG/L,Michelson WWRF
2/3/2021,influent,PFPA,Perfluoropentanoic acid,=,7.3,NG/L,Michelson WWRF
2/3/2021,effluent,PFPA,Perfluoropentanoic acid,=,52,NG/L,Michelson WWRF
2/3/2021,effluent,PFPA,Perfluoropentanoic acid,=,52,NG/L,Michelson WWRF
2/3/2021,influent,MEFOSE,N-Methyl perfluorooctane sulfonamidoethanol,=,4.3,NG/L,Michelson WWRF
2/3/2021,influent,MEFOSE,N-Methyl perfluorooctane sulfonamidoethanol,=,4.3,NG/L,Michelson WWRF
2/3/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,5.7,NG/L,Michelson WWRF
2/3/2021,influent,PFBS,Perfluorobutanesulfonic acid,=,3.2,NG/L,Michelson WWRF
2/3/2021,influent,PFBS,Perfluorobutanesulfonic acid,=,3.2,NG/L,Michelson WWRF
2/3/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,5.7,NG/L,Michelson WWRF
2/3/2021,influent,PFBA,Perfluorobutyric acid,=,4.7,NG/L,Michelson WWRF
2/3/2021,effluent,PFBA,Perfluorobutyric acid,=,9.3,NG/L,Michelson WWRF
2/3/2021,influent,PFBA,Perfluorobutyric acid,=,4.7,NG/L,Michelson WWRF
2/3/2021,effluent,PFBA,Perfluorobutyric acid,=,9.3,NG/L,Michelson WWRF
2/3/2021,influent,PFHxA,Perfluorohexanoic acid,=,8.4,NG/L,Michelson WWRF
2/3/2021,effluent,PFHxA,Perfluorohexanoic acid,=,35,NG/L,Michelson WWRF
2/3/2021,influent,PFHxA,Perfluorohexanoic acid,=,8.4,NG/L,Michelson WWRF
2/3/2021,effluent,PFHxA,Perfluorohexanoic acid,=,35,NG/L,Michelson WWRF
2/3/2021,effluent,PFHpA,Perfluoroheptanoic acid,=,2.7,NG/L,Michelson WWRF
2/3/2021,effluent,PFHpA,Perfluoroheptanoic acid,=,2.7,NG/L,Michelson WWRF
2/3/2021,influent,PFHpA,Perfluoroheptanoic acid,=,3.4,NG/L,Michelson WWRF
2/3/2021,influent,PFHpA,Perfluoroheptanoic acid,=,3.4,NG/L,Michelson WWRF
2/3/2021,effluent,PFHxS,Perfluorohexanesulfonic acid,=,2,NG/L,Michelson WWRF
2/3/2021,influent,PFHxS,Perfluorohexanesulfonic acid,=,2.1,NG/L,Michelson WWRF
2/3/2021,effluent,PFHxS,Perfluorohexanesulfonic acid,=,2,NG/L,Michelson WWRF
2/3/2021,influent,PFHxS,Perfluorohexanesulfonic acid,=,2.1,NG/L,Michelson WWRF
2/3/2021,effluent,PFNA,Perfluorononanoic acid,=,0.96,NG/L,Michelson WWRF
2/3/2021,influent,PFNA,Perfluorononanoic acid,=,0.77,NG/L,Michelson WWRF
2/3/2021,influent,PFNA,Perfluorononanoic acid,=,0.77,NG/L,Michelson WWRF
2/3/2021,effluent,PFNA,Perfluorononanoic acid,=,0.96,NG/L,Michelson WWRF
2/3/2021,influent,PFDA,Perfluorodecanoic acid,=,1.1,NG/L,Michelson WWRF
2/3/2021,influent,PFDA,Perfluorodecanoic acid,=,1.1,NG/L,Michelson WWRF
2/3/2021,effluent,PFDA,Perfluorodecanoic acid,=,2.9,NG/L,Michelson WWRF
2/3/2021,effluent,PFDA,Perfluorodecanoic acid,=,2.9,NG/L,Michelson WWRF
2/3/2021,effluent,PFOA,Perfluorooctanoic acid,=,16,NG/L,Michelson WWRF
2/3/2021,effluent,PFOA,Perfluorooctanoic acid,=,16,NG/L,Michelson WWRF
2/3/2021,influent,PFOA,Perfluorooctanoic acid,=,6.1,NG/L,Michelson WWRF
2/3/2021,influent,PFOA,Perfluorooctanoic acid,=,6.1,NG/L,Michelson WWRF
2/3/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,3.5,NG/L,Michelson WWRF
