GLOBAL ID,REPORTING YEAR,FACILITY PLACE ID,SITE NAME,SITE TYPE,LEAD AGENCY,FAC PRODUCE REC WATER,SOLELY REC TREAT,SUBMIT DATE,FACILITY TYPE,LATITUDE DECIMAL DEGREES,LONGITUDE DECIMAL DEGREES
WDR100037340,2020,266720,Tuolumne STP,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,4/27/2021,WWTP RW,37.955,-120.2461
WDR100032922,2020,245775,Oceana Marin (North Marin CWD),* WDR Site,NORTH COAST RWQCB (REGION 1),N,NaN,4/14/2021,WWTP,NaN,NaN
WDR100036103,2020,259153,Western Hills WWRF,* WDR Site,SANTA ANA RWQCB (REGION 8),N,NaN,4/29/2021,WWTP,33.9607,-117.765
WDR100028453,2020,225072,Fort Jones City WWTP,* WDR Site,NORTH COAST RWQCB (REGION 1),N,NaN,4/28/2021,WWTP,NaN,NaN
WDR100032865,2020,247809,Pauma Valley Treatment Plant,* WDR Site,SAN DIEGO RWQCB (REGION 9),N,NaN,2/13/2021,WWTP,33.3129,-117.0044
NPD100051566,2020,272631,Williams WWTP,* NPDES,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,4/7/2021,WWTP,39.1675,-122.1536
WDR100029647,2020,726877,Caruthers WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,4/30/2021,WWTP,36.5364,-119.8525
WDR100030689,2020,239130,Madison WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,4/30/2021,WWTP,38.6817,-121.9672
WDR100031225,2020,273148,Hume Lake WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,3/8/2021,WWTP,36.7877,-118.9135
WDR100032145,2020,241099,Oakwood Lake WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),Y,N,3/30/2021,WWTP RW,37.7753,-121.2885
WDR100030774,2020,234841,Kerman WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,5/17/2021,WWTP,36.7126,-120.201
NPD100051618,2020,222434,El Dorado Hills WWTP,* NPDES,CENTRAL VALLEY RWQCB (REGION 5S),Y,N,4/8/2021,WWTP RW,38.6374,-121.0602
WDR100028616,2020,753205,EBMUD Recycled Water - RARE WTP,* WDR Site,SAN FRANCISCO BAY RWQCB (REGION 2),Y,Y,4/27/2021,RWP,37.9347,-122.3848
WDR100036941,2020,273138,Visalia Water Reclamation Facility (WRF),* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,5/24/2021,WWTP RW,36.3123,-119.4044
WDR100030863,2020,237123,Lion's Gate Reserve,* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,4/28/2021,WWTP,37.0683,-121.6199
WDR100037350,2020,269588,USMC MWTC Coleville Housing WWTF,* WDR Site,LAHONTAN RWQCB (REGION 6T),N,NaN,5/4/2021,WWTP,38.5896,-119.5177
NPD100051528,2020,206733,Auburn WWTP,* NPDES,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,2/11/2021,WWTP,38.8835,-121.1071
WDR100028714,2020,215677,North Fresno WWRF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,3/30/2021,WWTP RW,36.8957,-119.7526
NPD100051608,2020,222057,Easterly WWTP,* NPDES,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,4/27/2021,WWTP,38.3472,-121.9066
WDR100036069,2020,251653,Rancho Del Campo WPCF,* WDR Site,SAN DIEGO RWQCB (REGION 9),N,NaN,4/12/2021,WWTP,32.6036,-116.4703
NPD100051557,2020,252771,Beach Wastewater Treatment Facility,* NPDES,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,1/20/2021,WWTP,38.1501,-121.6951
WDR100037274,2020,759028,SCICON WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,5/10/2021,WWTP,36.1867,-118.7969
NPD100051605,2020,272704,Willows Wastewater Treatment Plant,* NPDES,CENTRAL VALLEY RWQCB (REGION 5R),N,NaN,1/21/2021,WWTP,39.5022,-122.1924
WDR100035071,2020,255446,San Diego Zoo's Wild Animal Park,* WDR Site,SAN DIEGO RWQCB (REGION 9),Y,N,5/5/2021,WWTP RW,33.0951,-116.9972
NPD100051540,2020,229595,Hangtown Creek WRF,* NPDES,CENTRAL VALLEY RWQCB (REGION 5S),Y,N,4/14/2021,WWTP RW,38.7327,-120.8482
WDR100036876,2020,761903,VVWRA- Sub-Regional Plant-Hesperia,* WDR Site,LAHONTAN RWQCB (REGION 6V),N,NaN,5/3/2021,WWTP,34.4426,-117.3525
WDR100036875,2020,761913,VVWRA Sub-Regional Plant-Apple Valley,* WDR Site,LAHONTAN RWQCB (REGION 6V),N,NaN,5/3/2021,WWTP,34.5443,-117.2045
WDR100036960,2020,266350,Tres Pinos WWTP,* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,4/28/2021,WWTP,36.7906,-121.3268
NPD100051606,2020,274556,Yuba City WWTF,* NPDES,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,1/8/2021,WWTP,39.1086,-121.6123
WDR100029706,2020,213407,Casa De Fruta,* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,5/24/2021,WWTP,36.9883,-121.3823
WDR100037272,2020,272986,Woodville Farm Labor Center,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,4/27/2021,WWTP,36.0804,-119.1431
NPD100051481,2020,248519,Pismo Beach WWTP,* NPDES,CENTRAL COAST RWQCB (REGION 3),N,NaN,2/11/2021,WWTP,35.1408,-120.6342
WDR100037271,2020,237114,Linnell Farm Labor Center,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,4/27/2021,WWTP,36.3096,-119.2244
NPD100051517,2020,257887,South San Luis Obispo SD WWTP,* NPDES,CENTRAL COAST RWQCB (REGION 3),N,NaN,3/23/2021,WWTP,35.1013,-120.6258
WDR100028526,2020,201075,Fresno Cnty #32-Cantua Creek WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,4/30/2021,WWTP,36.4822,-120.3207
NPD100051613,2020,219701,Deuel Vocational Institution,* NPDES,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,3/19/2021,WWTP,37.7506,-121.3264
WDR100026784,2020,747519,Atwater Regional WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,3/4/2021,WWTP,37.276,-120.6313
NPD100051548,2020,216106,Crescent City WWTP,* NPDES,NORTH COAST RWQCB (REGION 1),N,NaN,4/29/2021,WWTP,41.7474,-124.2012
NPD100051629,2020,259377,Summerland SD WWTP,* NPDES,CENTRAL COAST RWQCB (REGION 3),N,NaN,2/12/2021,WWTP,34.4193,-119.5966
WDR100034271,2020,273135,Stratford WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,4/30/2021,WWTP,36.1865,-119.8163
WDR100028828,2020,273170,Franklin WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,4/16/2021,WWTP,37.3239,-120.5236
WDR100032579,2020,272688,Willow Springs MHP,* WDR Site,LAHONTAN RWQCB (REGION 6V),N,NaN,2/16/2021,WWTP,35.1183,-118.3869
WDR100030893,2020,256772,Kern Cnty Sheriff's Lerdo WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,4/26/2021,WWTP RW,35.5053,-119.1156
WDR100034322,2020,273192,Strathmore  WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,4/30/2021,WWTP RW,36.1435,-119.0717
NPD100051632,2020,259149,Rialto WWRF,* NPDES,SANTA ANA RWQCB (REGION 8),Y,N,2/19/2021,WWTP RW,34.0552,-117.365
WDR100030531,2020,236124,Laguna County Sanitation District WWTP (N. SBarb County),* WDR Site,CENTRAL COAST RWQCB (REGION 3),Y,N,5/12/2021,WWTP RW,34.8819,-120.444
WDR100037483,2020,270105,Valley Springs SD WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,2/12/2021,WWTP,38.1916,-120.8291
WDR100031107,2020,230812,Hughson WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,4/26/2021,WWTP,37.6202,-120.8794
WDR100030891,2020,252277,Kern Cnty CSA 39.8-Reeder Tract,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,4/26/2021,WWTP,35.6065,-118.4852
WDR100030309,2020,214483,Madera Cnty #14-Chukchansi WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,2/17/2021,WWTP,37.0314,-120.0361
WDR100030310,2020,201067,Madera Cnty #19-Parkwood WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,2/17/2021,WWTP,36.9239,-120.056
WDR100027968,2020,209527,Big Pine Indian RES WTF,* WDR Site,LAHONTAN RWQCB (REGION 6V),N,NaN,4/27/2021,WWTP,37.1671,-118.277
WDR100034440,2020,273189,Snelling WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,2/14/2021,WWTP,37.5207,-120.4467
NPD100051579,2020,209253,Benicia WWTP,* NPDES,SAN FRANCISCO BAY RWQCB (REGION 2),N,NaN,3/23/2021,WWTP,38.0458,-122.1506
WDR100035633,2020,255190,San Ardo STP,* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,4/22/2021,WWTP,36.0172,-120.9154
NPD100051483,2020,266328,Treasure Island WWTP/DOD,* NPDES,SAN FRANCISCO BAY RWQCB (REGION 2),N,NaN,4/23/2021,WWTP,37.8306,-122.3704
WDR100036637,2020,273194,Tipton WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,2/17/2021,WWTP,36.0594,-119.3121
WDR100031398,2020,230011,Helendale Silverlakes STP,* WDR Site,LAHONTAN RWQCB (REGION 6V),N,NaN,2/12/2021,WWTP,34.7754,-117.3285
NPD100051639,2020,215966,Covelo POTW,* NPDES,NORTH COAST RWQCB (REGION 1),N,NaN,2/18/2021,WWTP,39.7876,-123.2482
WDR100030159,2020,273174,Lamont WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,2/18/2021,WWTP RW,35.2087,-118.9323
WDR100035472,2020,256606,Shasta College Sewage Disposal Pond,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5R),N,NaN,4/28/2021,WWTP,40.6279,-122.3103
WDR100035911,2020,273186,Santa Nella WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,5/17/2021,WWTP,37.1017,-121.0159
NPD100051590,2020,236292,Lake Wildwood WWTP,* NPDES,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,4/29/2021,WWTP,39.2311,-121.2184
NPD100051617,2020,237060,Linda Cnty Water District WWTP,* NPDES,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,1/4/2021,WWTP,39.1014,-121.584
WDR100030780,2020,259157,Lake Hemet MWD WWTP,* WDR Site,SANTA ANA RWQCB (REGION 8),N,NaN,3/8/2021,WWTP,33.6699,-116.6746
NPD100051512,2020,256498,SF - OCEANSIDE Water Pollution Control Plant,* NPDES,SAN FRANCISCO BAY RWQCB (REGION 2),N,NaN,4/23/2021,WWTP,37.7469,-122.3881
WDR100035936,2020,253293,Rosamond WTF (Ponds),* WDR Site,LAHONTAN RWQCB (REGION 6V),N,NaN,1/12/2021,WWTP,34.8355,-118.149
NPD100051562,2020,259507,Sunnyvale WPCP,* NPDES,SAN FRANCISCO BAY RWQCB (REGION 2),Y,N,3/29/2021,WWTP RW,37.4189,-122.0161
WDR100037420,2020,272975,Woods Valley Ranch Water Reclamation Facility,* WDR Site,SAN DIEGO RWQCB (REGION 9),Y,N,3/16/2021,WWTP RW,33.213,-117.0335
NPD100051534,2020,256627,Shasta Lake WWTF,* NPDES,CENTRAL VALLEY RWQCB (REGION 5R),Y,N,4/6/2021,WWTP RW,40.6647,-122.3794
WDR100026933,2020,774666,Anaheim Water Recycling Demonstration Project,* WDR Site,SANTA ANA RWQCB (REGION 8),Y,N,3/19/2021,WWTP RW,33.8347,-117.9125
NPD100051560,2020,258739,Stockton Regional WW Control Facility,* NPDES,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,2/18/2021,WWTP,37.9365,-121.3292
NPD100051624,2020,222443,El Estero Water Resource Center NPDES,* NPDES,CENTRAL COAST RWQCB (REGION 3),Y,N,3/11/2021,WWTP RW,34.4176,-119.6857
NPD100051597,2020,227568,Goleta SD WWTP,* NPDES,CENTRAL COAST RWQCB (REGION 3),Y,N,4/28/2021,WWTP RW,34.4222,-119.8337
WDR100034585,2020,252700,Ridgemark Estates WWTP,* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,2/16/2021,WWTP,36.8114,-121.3771
WDR100033625,2020,244361,Nipomo CSD Southland Treatment Facility,* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,4/27/2021,WWTP,35.023,-120.4707
NPD100051924,2020,244705,Novato and Ignacio WWTP,* NPDES,SAN FRANCISCO BAY RWQCB (REGION 2),Y,N,4/29/2021,WWTP RW,38.1003,-122.553
WDR100034474,2020,273136,Tehachapi WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,2/11/2021,WWTP,35.1383,-118.4556
WDR100036126,2020,273197,Woodville WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,4/7/2021,WWTP,36.0837,-119.211
WDR100029004,2020,273113,Farmersville WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,4/30/2021,WWTP,36.2977,-119.2068
WDR100033151,2020,256551,Shafter Airport WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,5/17/2021,WWTP,35.5012,-119.1831
WDR100030085,2020,235021,King City Domestic WWTF,* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,2/18/2021,WWTP,36.218,-121.1533
NPD100051515,2020,258386,St. Helena City WWTP,* NPDES,SAN FRANCISCO BAY RWQCB (REGION 2),N,NaN,4/16/2021,WWTP,38.4992,-122.4474
WDR100029289,2020,273106,Chowchilla WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,1/26/2021,WWTP,37.1055,-120.2567
NPD100051510,2020,241146,City of Modesto WQCF,* NPDES,CENTRAL VALLEY RWQCB (REGION 5S),Y,N,3/25/2021,WWTP RW,37.6138,-121.0118
WDR100028572,2020,222947,Esparto CSD WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,3/1/2021,WWTP,38.6876,-122.0071
NPD100051496,2020,259178,"Colton/San Bernadino STP, RIX",* NPDES,SANTA ANA RWQCB (REGION 8),Y,N,4/30/2021,WWTP RW,34.0411,-117.3539
WDR100034963,2020,273188,Sierra High School WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,4/26/2021,WWTP,37.0376,-119.4538
WDR100030946,2020,273142,Kern Sanitation Authority WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,4/26/2021,WWTP RW,35.3521,-118.9588
NPD100051480,2020,214802,Clear Creek WWTP,* NPDES,CENTRAL VALLEY RWQCB (REGION 5R),N,NaN,1/27/2021,WWTP,40.5023,-122.3697
WDR100028709,2020,201081,Fresno Cnty #44-D Monte Verde Estates WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,4/29/2021,WWTP,36.9152,-119.7289
WDR100035458,2020,260176,San Luis Hills WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,4/29/2021,WWTP RW,37.0556,-121.0132
WDR100029926,2020,236772,Lebec SRRA (Tejon Pass),* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,3/5/2021,WWTP,34.8658,-118.8835
WDR100028522,2020,201073,Fresno Cnty #30-El Porvenir WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,4/30/2021,WWTP,36.5025,-120.3916
WDR100029584,2020,213313,Carneros Inn WWTP & Recycled Water,* WDR Site,SAN FRANCISCO BAY RWQCB (REGION 2),Y,N,2/25/2021,WWTP RW,38.2577,-122.3035
WDR100028557,2020,212847,Camanche North Shore WWTP,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,2/25/2021,WWTP,38.2932,-120.9277
WDR100031582,2020,228104,Guadalupe WWTP,* WDR Site,CENTRAL COAST RWQCB (REGION 3),Y,N,2/11/2021,WWTP RW,34.9617,-120.5899
WDR100026982,2020,205793,Angels City WWTP,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),Y,N,4/28/2021,WWTP RW,38.0944,-120.5372
WDR100033849,2020,255535,Sandy Mush WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,4/28/2021,WWTP,37.1858,-120.5824
NPD100051504,2020,241740,Monterey One Water Regional WWTP,* NPDES,CENTRAL COAST RWQCB (REGION 3),N,NaN,4/30/2021,WWTP,36.7056,-121.7701
WDR100029526,2020,255678,City of Santa Maria WWTP,* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,2/17/2021,WWTP,34.9489,-120.4908
NPD100051521,2020,259205,WRCRWA Regional WWRF,* NPDES,SANTA ANA RWQCB (REGION 8),Y,N,4/29/2021,WWTP RW,33.9315,-117.6059
WDR100028422,2020,273109,Delano WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,2/16/2021,WWTP,35.7688,-119.2471
WDR100032021,2020,227602,Gonzales WWTP,* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,4/30/2021,WWTP,36.4896,-121.473
WDR100035855,2020,273187,SKF CSD WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,3/3/2021,WWTP,36.518,-119.5879
WDR100036880,2020,747480,SCLA Central WWTP-Victorville Water Dist,* WDR Site,LAHONTAN RWQCB (REGION 6V),Y,N,4/27/2021,WWTP RW,34.6147,-117.3731
WDR100037417,2020,236857,Lemoore NAS WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,4/12/2021,WWTP,36.2756,-119.8235
WDR100030875,2020,273122,Los Banos WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,4/26/2021,WWTP,37.162,-120.8874
WDR100026684,2020,206355,Armona CSD WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,4/30/2021,WWTP,36.3105,-119.7093
NPD100051935,2020,255368,San Leandro WPCP,* NPDES,SAN FRANCISCO BAY RWQCB (REGION 2),Y,N,4/13/2021,WWTP RW,37.7146,-122.1928
WDR100035058,2020,255832,"Redwood City Recycled Water (""Silicon Valley Clean Water"")",* WDR Site,SAN FRANCISCO BAY RWQCB (REGION 2),Y,N,4/27/2021,WWTP RW,37.5425,-122.2292
WDR100034845,2020,253008,Robbins WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,5/18/2021,WWTP,38.8707,-121.704
WDR100031466,2020,230784,Herlong Public Utility District,* WDR Site,LAHONTAN RWQCB (REGION 6T),N,NaN,1/27/2021,WWTP,40.1602,-120.1768
WDR100028606,2020,212853,Camanche South Shore WWTP,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,2/25/2021,WWTP,38.2126,-120.9114
WDR100036232,2020,209031,Bear Valley MHP WTF,* WDR Site,LAHONTAN RWQCB (REGION 6V),N,NaN,5/17/2021,WWTP,34.4752,-117.166
WDR100030481,2020,236786,Lee Vining WTF,* WDR Site,LAHONTAN RWQCB (REGION 6V),N,NaN,4/29/2021,WWTP,37.9458,-119.1203
WDR100032734,2020,273128,Parlier WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,2/12/2021,WWTP,36.6117,-119.5309
WDR100026779,2020,205396,Amador City WW Export System,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,4/21/2021,WWTP,38.0843,-120.5615
WDR100027855,2020,210365,Bridgeport PUD Treatment Plant,* WDR Site,LAHONTAN RWQCB (REGION 6T),N,NaN,3/1/2021,WWTP,38.2682,-119.2096
WDR100029906,2020,273107,Coalinga WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,3/26/2021,WWTP RW,36.1436,-120.338
WDR100030422,2020,236765,Leavitt Lake Sewage Treatment Ponds,* WDR Site,LAHONTAN RWQCB (REGION 6T),N,NaN,2/16/2021,WWTP,40.3738,-120.5201
WDR100029559,2020,236601,Las Palmas Ranch WWTP,* WDR Site,CENTRAL COAST RWQCB (REGION 3),Y,N,4/1/2021,WWTP RW,36.6126,-121.6559
NPD100051611,2020,273166,Cutler-Orosi WWTF,* NPDES,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,4/30/2021,WWTP RW,36.5232,-119.3049
WDR100031387,2020,227893,"Greenfield WWTP, City of",* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,4/30/2021,WWTP,36.3409,-121.2241
NPD100051507,2020,210272,Brawley City WWTP,* NPDES,COLORADO RIVER BASIN RWQCB (REGION 7),N,NaN,4/27/2021,WWTP,33.0171,-115.517
WDR100036965,2020,707474,Trimmer Recreation Area - Pine Flat Lake,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,4/1/2021,WWTP,36.8642,-119.3153
NPD100051594,2020,273161,Bear Valley CSD WWTP,* NPDES,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,4/5/2021,WWTP RW,35.1653,-118.6662
WDR100027470,2020,210082,Boron STP,* WDR Site,LAHONTAN RWQCB (REGION 6V),N,NaN,4/12/2021,WWTP,35.004,-117.6769
NPD100051529,2020,214652,Merced WWTF,* NPDES,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,2/22/2021,WWTP RW,37.2546,-120.5259
WDR100031716,2020,273141,Hilmar CWD WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,4/26/2021,WWTP,37.3866,-120.8139
WDR100027491,2020,213592,CDC CCWF & VSP WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,3/30/2021,WWTP RW,37.0904,-120.1497
WDR100029026,2020,263168,Tenaya Lodge Wastewater Treatment Plant,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,4/26/2021,WWTP,37.4782,-119.6391
NPD100051862,2020,259158,OCSD Plant 2,* NPDES,SANTA ANA RWQCB (REGION 8),N,NaN,3/26/2021,WWTP,33.6375,-117.9612
WDR100036612,2020,241774,Mountain High West Package Plant,* WDR Site,LAHONTAN RWQCB (REGION 6V),N,NaN,2/13/2021,WWTP,34.3798,-117.6923
WDR100034962,2020,228016,Grizzly Creek Ranch WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5R),Y,N,4/13/2021,WWTP RW,39.8373,-120.4206
WDR100040422,2020,271887,Wawona WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,1/28/2021,WWTP RW,37.5433,-119.6517
WDR100029136,2020,259185,CIM WWTP,* WDR Site,SANTA ANA RWQCB (REGION 8),N,NaN,4/28/2021,WWTP,33.9827,-117.6889
WDR100026834,2020,241649,Mountain View Villas,* WDR Site,LAHONTAN RWQCB (REGION 6V),N,NaN,5/17/2021,WWTP,34.4624,-117.192
WDR100036794,2020,220928,DVNM HDQ Furnace Creek WWTF,* WDR Site,LAHONTAN RWQCB (REGION 6V),N,NaN,4/29/2021,WWTP,36.4674,-116.8844
WDR100035519,2020,255430,San Miguel SD WWTP,* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,3/1/2021,WWTP,35.7592,-120.6928
WDR100030207,2020,235102,Klamath CSD STP (Del Norte Community Development),* WDR Site,NORTH COAST RWQCB (REGION 1),N,NaN,4/8/2021,WWTP,NaN,NaN
WDR100029948,2020,212424,California Utilities,* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,4/5/2021,WWTP,36.6275,-121.6877
WDR100035198,2020,273132,San Joaquin WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,2/11/2021,WWTP,36.6031,-120.1974
WDR100036791,2020,227381,New Melones Lake Glory Hole Recreation Area,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,2/11/2021,WWTP,38.0459,-120.5259
NPD100051627,2020,255139,SAM WWTP (Sewer Authority Mid-Coastside Wastewater Treatment Plant),* NPDES,SAN FRANCISCO BAY RWQCB (REGION 2),N,NaN,2/11/2021,WWTP,37.4729,-122.444
WDR100036562,2020,273196,Wasco WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,4/29/2021,WWTP RW,35.5929,-119.3331
WDR100028962,2020,216491,Cypress Ridge Sewer Facility,* WDR Site,CENTRAL COAST RWQCB (REGION 3),Y,N,3/30/2021,WWTP RW,35.0626,-120.5773
WDR100037539,2020,253412,Rovana Housing Package STP,* WDR Site,LAHONTAN RWQCB (REGION 6V),N,NaN,3/15/2021,WWTP,37.4126,-118.6047
WDR100037535,2020,237312,Lompoc Correctional Facility WWTP,* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,2/16/2021,WWTP,34.6776,-120.5054
WDR100037593,2020,253121,Rock Creek Area WTP,* WDR Site,LAHONTAN RWQCB (REGION 6V),N,NaN,4/19/2021,WWTP,37.5595,-118.6753
WDR100035711,2020,212455,Cachuma SD WWTP,* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,4/21/2021,WWTP,34.5772,-119.9785
WDR100030395,2020,234123,June Lake PUD STP,* WDR Site,LAHONTAN RWQCB (REGION 6V),N,NaN,1/13/2021,WWTP,37.8757,-119.0923
NPD100051541,2020,241479,Morro Bay/Cayucos WWTP,* NPDES,CENTRAL COAST RWQCB (REGION 3),N,NaN,2/16/2021,WWTP,35.3793,-120.8608
WDR100031419,2020,232625,Inyokern CSD WTF,* WDR Site,LAHONTAN RWQCB (REGION 6V),N,NaN,1/19/2021,WWTP,35.6591,-117.8181
NPD100051609,2020,271872,Watsonville WWTP,* NPDES,CENTRAL COAST RWQCB (REGION 3),Y,N,2/17/2021,WWTP RW,36.8868,-121.7855
WDR100034821,2020,256038,SCRWA Reclaiming WW Facility,* WDR Site,CENTRAL COAST RWQCB (REGION 3),Y,N,3/9/2021,WWTP RW,36.9876,-121.5375
WDR100035897,2020,255653,Santa Lucia WW Recycling Facility (Prod/User),* WDR Site,CENTRAL COAST RWQCB (REGION 3),Y,N,4/12/2021,WWTP RW,36.4536,-121.8019
WDR100027669,2020,271740,Wasco State Prison WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,3/11/2021,WWTP RW,35.6009,-119.4025
WDR100030496,2020,201069,Madera Cnty #22A-Oakhurst WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,2/17/2021,WWTP,37.3295,-119.665
WDR100030499,2020,201071,Madera Cnty #27-Goldside Estates WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,2/17/2021,WWTP,36.9758,-120.0877
WDR100029380,2020,272716,Wilseyville Wastewater Treatment Plant,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,4/29/2021,WWTP,38.3746,-120.5097
WDR100027041,2020,210685,Buellton WWTP,* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,4/6/2021,WWTP,34.61,-120.2018
